Ticket ID,Log Time,Resolution Time,Category,Description,Resolutions,MSISDN
T37255,2024-07-20 21:04:21,2024-07-21 16:04:21,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230731598505
T66976,2023-03-02 18:55:54,2023-03-03 04:55:54,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230131679184
T55060,2023-05-13 08:41:19,2023-05-15 05:41:19,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230882185417
T86660,2023-08-03 08:10:24,2023-08-04 20:10:24,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230857792434
T77061,2024-01-14 02:35:16,2024-01-14 17:35:16,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230702302189
T18854,2024-08-11 16:46:05,2024-08-12 07:46:05,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230203822216
T43184,2024-05-14 02:21:04,2024-05-15 19:21:04,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230502363761
T66678,2024-10-02 22:07:29,2024-10-05 13:07:29,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230834904761
T64733,2023-06-24 12:47:56,2023-06-26 04:47:56,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230965222030
T79750,2023-01-11 18:01:11,2023-01-14 03:01:11,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230380831002
T28151,2023-10-28 03:23:03,2023-10-30 15:23:03,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230162731400
T28933,2023-05-11 06:06:06,2023-05-11 18:06:06,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230231393360
T77984,2024-01-21 06:06:22,2024-01-21 23:06:22,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230417657556
T82478,2023-10-30 05:36:18,2023-10-30 07:36:18,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230636066934
T27481,2023-04-30 08:54:50,2023-05-02 10:54:50,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230463124616
T80572,2023-06-19 18:25:11,2023-06-22 05:25:11,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230805812231
T68586,2024-08-03 04:25:08,2024-08-05 09:25:08,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230380721970
T59852,2024-02-01 19:36:32,2024-02-04 07:36:32,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230583143146
T96557,2023-07-07 04:20:14,2023-07-09 06:20:14,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230815165481
T30753,2023-06-25 12:12:08,2023-06-26 19:12:08,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230834904761
T60365,2024-07-27 16:10:27,2024-07-30 09:10:27,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230760123315
T80439,2024-12-04 15:38:26,2024-12-06 09:38:26,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230877653565
T93976,2023-09-29 01:05:59,2023-10-01 13:05:59,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230798629373
T57072,2024-11-05 22:59:58,2024-11-07 15:59:58,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230531073886
T53534,2023-04-16 00:25:38,2023-04-17 13:25:38,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230633703313
T12613,2023-09-23 12:39:21,2023-09-24 18:39:21,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230877653565
T40098,2024-10-01 00:47:34,2024-10-02 18:47:34,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230130432269
T67199,2024-11-29 23:39:24,2024-12-02 02:39:24,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230386899259
T39655,2024-12-18 21:55:14,2024-12-19 02:55:14,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230582711549
T39017,2023-01-02 14:23:19,2023-01-05 04:23:19,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230587802695
T99946,2023-05-18 15:10:28,2023-05-21 12:10:28,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230407015189
T19715,2024-01-14 03:55:04,2024-01-14 14:55:04,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230383558530
T12313,2024-03-07 03:44:46,2024-03-08 23:44:46,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230174392318
T75664,2023-08-14 18:54:06,2023-08-16 11:54:06,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230951173620
T70656,2024-12-21 01:00:01,2024-12-22 04:00:01,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230276004324
T74791,2024-03-04 03:19:28,2024-03-05 18:19:28,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230536743904
T32473,2023-02-02 09:31:59,2023-02-04 17:31:59,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230933143804
T50439,2024-02-24 15:13:19,2024-02-27 13:13:19,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230677273280
T26632,2023-05-25 23:19:43,2023-05-27 22:19:43,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230283219045
T66241,2024-01-21 07:35:10,2024-01-23 06:35:10,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230308743962
T83781,2024-10-21 13:59:19,2024-10-21 23:59:19,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230531683554
T93974,2023-03-04 23:24:59,2023-03-06 23:24:59,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230784359368
T44945,2023-11-05 03:29:15,2023-11-06 12:29:15,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230993414106
T62117,2024-08-17 02:32:43,2024-08-18 12:32:43,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230405694220
T89115,2023-06-28 07:48:45,2023-07-01 03:48:45,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230783578773
T90562,2023-10-04 14:32:18,2023-10-05 12:32:18,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230484748077
T45492,2023-01-06 04:44:31,2023-01-07 13:44:31,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230371232044
T18346,2023-02-23 02:55:36,2023-02-24 11:55:36,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230101039883
T77401,2024-08-11 23:59:33,2024-08-12 11:59:33,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230323952441
T69628,2023-11-20 06:40:43,2023-11-21 06:40:43,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230702302189
T46776,2023-10-10 01:29:46,2023-10-12 22:29:46,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230200289727
T22241,2024-02-17 11:01:47,2024-02-19 07:01:47,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230639362130
T38018,2023-08-02 09:24:47,2023-08-03 22:24:47,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230808755530
T83937,2024-07-24 07:34:38,2024-07-25 00:34:38,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230213698765
T13693,2023-08-24 00:54:30,2023-08-26 01:54:30,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230782878829
T50756,2024-01-26 04:11:12,2024-01-27 23:11:12,Technical Support,Issue reported under Technical Support category.,Resolved with detailed explanation for Technical Support category.,9230281653523
T25177,2023-10-06 20:22:04,2023-10-09 18:22:04,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230416880924
T35741,2023-02-21 20:28:52,2023-02-23 00:28:52,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230889042748
T23440,2023-11-18 11:26:57,2023-11-19 05:26:57,Network Issue,Issue reported under Network Issue category.,Resolved with detailed explanation for Network Issue category.,9230101039883
T84889,2023-08-25 16:36:17,2023-08-26 01:36:17,Billing,Issue reported under Billing category.,Resolved with detailed explanation for Billing category.,9230701523260
T19313,2024-12-08 19:04:11,2024-12-11 08:04:11,General Inquiry,Issue reported under General Inquiry category.,Resolved with detailed explanation for General Inquiry category.,9230577919273
T10533,2024-06-13 00:15:32,2024-06-15 20:15:32,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230286659796
T46045,2023-04-28 09:18:46,2023-04-29 17:18:46,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230277713469
T49442,2023-03-27 22:13:10,2023-03-30 10:13:10,Complaint,Issue reported under Complaint category.,Resolved with detailed explanation for Complaint category.,9230518716541
