Offer Name,Offer ID,Data Browsing Allowance,SMS Allowance,Voice On-Net Allowance,Voice Off-Net Allowance,Data Social Allowance,Datetime,Amount,MSISDN
Offer 32,O002,6273,990,464,254,311,2023-09-12 03:55:33,156,9230732582752
Offer 4,O046,807,522,393,294,370,2024-09-17 16:51:00,538,9230719228714
Offer 12,O047,6633,616,218,190,1905,2023-07-20 04:11:24,668,9230386899259
Offer 9,O030,6418,824,393,116,527,2024-03-04 16:35:17,130,9230377119445
Offer 39,O040,8486,448,73,192,1729,2024-05-16 10:02:31,595,9230526661255
Offer 2,O037,8085,967,221,110,2166,2024-11-14 12:13:49,581,9230368714655
Offer 4,O009,2187,165,479,141,1225,2023-02-15 02:52:32,517,9230582711549
Offer 33,O022,4008,927,298,218,2891,2024-04-22 09:29:38,730,9230274619633
Offer 18,O042,7851,999,500,148,1496,2024-10-04 12:26:27,779,9230996629579
Offer 19,O026,5124,519,412,147,834,2023-09-04 01:34:56,80,9230874225782
Offer 22,O024,1774,219,146,252,300,2023-09-03 20:25:40,675,9230578964248
Offer 23,O009,8313,147,148,75,1121,2023-02-22 19:14:51,478,9230230356648
Offer 38,O008,1066,181,145,159,1314,2024-09-22 14:59:01,959,9230377208567
Offer 9,O038,6238,785,316,28,2598,2023-06-28 06:04:38,886,9230371232044
Offer 27,O032,1605,177,145,234,769,2024-04-16 23:47:00,115,9230863903371
Offer 32,O014,2663,998,124,140,1388,2024-06-22 16:55:55,750,9230889163981
Offer 10,O039,5662,672,171,53,2329,2023-09-29 22:26:16,592,9230243910318
Offer 43,O032,9809,899,359,105,2421,2023-01-14 22:20:06,455,9230136074684
Offer 11,O044,6880,807,120,181,2087,2023-11-08 20:56:46,776,9230817598215
Offer 10,O019,2252,614,128,172,1655,2023-04-04 15:59:48,895,9230521821189
Offer 43,O046,3473,453,276,290,2284,2024-02-05 08:25:51,253,9230621495764
Offer 4,O047,7618,682,177,83,2795,2023-07-31 19:38:21,415,9230689135277
Offer 35,O025,6978,301,229,115,758,2024-09-16 14:29:44,322,9230707794631
Offer 1,O014,7158,485,393,86,2335,2023-09-18 17:57:03,335,9230280094327
Offer 12,O003,1139,639,352,265,1614,2024-04-05 17:07:18,858,9230239925602
Offer 42,O040,3591,881,458,121,1030,2023-12-08 23:30:12,60,9230489567018
Offer 7,O027,7561,798,126,178,2721,2023-10-11 22:06:55,615,9230407015189
Offer 12,O037,5879,267,232,283,642,2024-10-17 20:09:04,899,9230859259858
Offer 27,O030,1589,914,182,76,1642,2023-05-20 11:40:05,881,9230633703313
Offer 20,O014,7546,119,434,62,2292,2024-03-03 14:47:43,410,9230836421597
Offer 20,O038,7505,457,189,123,1983,2023-05-18 17:41:07,325,9230449994233
Offer 32,O022,5580,955,159,159,2631,2023-04-18 18:28:38,305,9230189367566
Offer 43,O033,5029,110,364,182,1090,2023-11-11 21:03:56,251,9230364676464
Offer 10,O015,5170,656,148,104,1864,2024-11-01 08:16:51,709,9230547718818
Offer 28,O017,3517,695,66,262,1601,2024-03-31 23:48:45,594,9230532570407
Offer 1,O013,834,486,414,45,2046,2023-10-14 00:10:46,759,9230407100763
Offer 33,O041,3806,780,370,294,1433,2024-02-22 22:51:52,720,9230199794288
Offer 48,O024,5044,458,283,204,207,2023-11-11 21:52:10,600,9230292331082
Offer 20,O008,1820,584,91,105,1764,2024-08-18 16:14:53,532,9230636066934
Offer 38,O017,5934,242,50,101,885,2024-03-04 18:05:51,313,9230776465178
Offer 37,O027,8276,953,433,114,897,2024-03-16 12:30:23,246,9230102123429
Offer 35,O022,8658,328,472,38,1095,2023-12-06 07:39:12,112,9230759296495
Offer 2,O021,8297,265,235,278,1644,2024-08-17 04:11:12,946,9230281653523
Offer 47,O015,7837,464,324,26,1126,2024-08-26 10:07:02,724,9230356540951
Offer 10,O040,6815,970,265,214,2614,2024-04-21 09:10:16,868,9230995147362
Offer 8,O026,3722,918,153,57,1467,2023-03-15 06:54:17,646,9230952507106
Offer 15,O034,6594,862,88,124,1375,2023-10-08 13:13:57,663,9230380721970
Offer 1,O003,601,329,427,234,2431,2024-12-31 07:03:03,617,9230276004324
Offer 12,O016,7179,728,430,36,277,2023-11-21 06:11:35,583,9230751286997
Offer 16,O017,622,534,253,229,2065,2024-12-18 04:04:02,396,9230991595287
Offer 36,O045,5964,938,454,159,2917,2024-01-14 20:58:35,381,9230325454471
Offer 45,O017,1326,208,407,103,797,2023-04-07 04:09:24,658,9230817598215
Offer 19,O007,2218,898,455,47,2729,2024-06-30 09:12:36,73,9230965222030
Offer 22,O028,3890,488,113,216,2386,2023-09-15 09:12:30,198,9230531073886
Offer 5,O004,8078,545,324,284,1450,2024-08-24 20:33:30,186,9230504769021
Offer 41,O032,4083,837,329,51,1380,2023-05-16 13:23:23,376,9230585087525
Offer 23,O031,7474,856,284,125,2028,2023-08-22 13:16:07,445,9230323323380
Offer 16,O024,1280,532,394,264,888,2023-11-23 18:20:32,924,9230940913341
Offer 15,O004,4535,716,484,158,2576,2023-06-12 23:08:39,68,9230965222030
Offer 44,O028,4332,106,412,127,2132,2023-10-12 10:33:15,449,9230380721970
Offer 18,O018,8709,130,473,213,899,2024-02-29 01:45:21,407,9230929167854
Offer 41,O032,1279,386,451,220,1304,2023-09-30 10:55:22,197,9230958106815
Offer 33,O007,793,275,465,123,1860,2023-06-24 05:56:34,939,9230174337699
Offer 21,O006,2929,852,395,140,1083,2023-04-03 13:16:43,114,9230108807547
Offer 30,O044,4943,204,194,289,1523,2024-04-19 17:51:52,196,9230338505901
Offer 47,O045,6334,963,317,30,2649,2024-04-06 08:53:01,50,9230218302795
Offer 9,O021,3044,826,483,296,1704,2024-06-27 19:58:58,819,9230286659796
Offer 19,O013,9118,117,444,232,1483,2023-10-27 13:25:12,674,9230916001896
Offer 28,O035,6226,363,209,85,711,2024-10-13 10:52:02,352,9230504769021
Offer 10,O005,4966,383,232,55,2142,2024-09-06 14:12:25,727,9230292005339
Offer 19,O035,3887,598,141,218,295,2023-01-14 23:00:41,318,9230277713469
Offer 21,O024,9041,548,240,298,2089,2023-01-30 08:22:06,374,9230199794288
Offer 26,O014,1242,786,287,87,2490,2024-09-09 11:24:37,140,9230991595287
Offer 3,O045,1198,773,274,26,2563,2024-03-01 09:16:49,346,9230184750806
Offer 44,O047,6781,649,374,241,306,2024-12-15 04:48:10,354,9230549696488
Offer 2,O039,5749,633,210,148,1526,2024-03-27 02:30:25,717,9230760123315
Offer 5,O014,4404,117,140,111,2506,2023-03-04 02:04:46,875,9230996123791
Offer 30,O018,710,248,243,200,2926,2024-01-11 11:32:04,640,9230405694220
Offer 7,O007,5945,496,132,165,618,2023-02-04 01:21:23,530,9230734032528
Offer 47,O044,8777,147,242,34,1215,2024-12-28 22:16:35,670,9230996629579
Offer 37,O010,4559,213,309,228,596,2024-07-21 02:27:06,291,9230172475544
Offer 21,O015,2483,423,429,119,1359,2024-04-23 20:02:16,657,9230629451290
Offer 36,O038,3656,595,291,257,1314,2024-09-17 01:27:22,360,9230423959650
Offer 43,O034,516,770,283,153,2841,2024-01-24 12:05:46,738,9230728340344
Offer 28,O005,8007,561,277,234,2428,2023-07-21 08:03:56,82,9230683830895
Offer 43,O010,6669,492,343,54,2363,2023-04-24 18:00:49,920,9230423959650
Offer 41,O045,6356,217,313,82,504,2023-07-31 21:36:41,281,9230453084420
Offer 18,O039,6118,854,94,196,1821,2024-03-18 08:24:58,618,9230292005339
Offer 43,O013,9027,652,469,29,1123,2024-01-21 00:03:17,645,9230610000463
Offer 48,O039,2789,350,321,298,1070,2024-11-11 11:27:14,964,9230734032528
Offer 11,O032,8018,786,317,238,752,2024-06-30 10:32:29,511,9230199794288
Offer 27,O026,9428,967,91,280,671,2024-03-26 00:36:31,467,9230274619633
Offer 20,O046,7400,812,431,79,205,2023-12-29 00:01:42,997,9230291832784
Offer 20,O022,2360,391,173,140,1771,2023-03-31 22:45:35,614,9230297855405
Offer 10,O021,9255,642,331,257,367,2024-05-23 01:50:09,772,9230952507106
Offer 34,O013,5855,978,398,233,2283,2024-10-16 09:43:27,940,9230878479840
Offer 8,O002,7765,647,418,33,806,2024-02-11 11:49:47,147,9230522252850
Offer 47,O037,1170,745,242,130,704,2023-08-29 20:56:18,672,9230336452998
Offer 1,O033,8719,574,118,83,2292,2023-05-15 19:41:56,476,9230213698765
Offer 10,O022,4353,839,380,143,369,2023-11-23 12:01:47,750,9230892354021
Offer 39,O047,5582,345,230,192,1240,2023-07-25 18:19:01,503,9230307828705
Offer 30,O033,4840,988,470,77,920,2024-04-25 14:54:53,624,9230338505901
Offer 49,O032,7843,512,415,252,2986,2024-11-30 17:12:32,98,9230949419871
Offer 22,O002,1353,530,105,55,1401,2024-05-29 09:25:54,379,9230718459155
Offer 9,O041,4270,277,58,74,2904,2024-07-13 09:09:25,289,9230353836706
Offer 43,O026,1123,452,310,116,482,2024-12-09 10:17:10,195,9230892354021
Offer 26,O047,7629,103,253,264,2652,2024-05-12 07:37:03,177,9230804324464
Offer 27,O010,4935,653,294,237,2607,2024-03-25 21:04:52,528,9230172475544
Offer 5,O006,6069,166,173,186,2176,2023-05-02 02:45:55,581,9230274619633
Offer 4,O019,2968,110,66,64,2789,2024-02-11 11:18:41,513,9230633703313
Offer 15,O030,840,301,398,282,2293,2024-08-01 18:56:38,975,9230678620520
Offer 38,O036,5138,136,271,118,256,2024-04-08 11:12:10,102,9230904602671
Offer 5,O003,7900,492,137,175,1194,2024-04-06 04:09:56,915,9230453084420
Offer 43,O025,7067,269,258,107,1739,2024-02-26 11:28:18,221,9230108807547
Offer 24,O038,3757,680,114,226,1484,2024-09-17 19:16:52,141,9230283949996
Offer 31,O020,1063,829,73,26,2159,2023-09-02 07:10:01,670,9230130432269
Offer 43,O008,5870,127,386,94,1280,2024-02-11 11:09:10,977,9230707794631
Offer 13,O023,5037,870,191,97,1821,2023-08-26 09:46:31,65,9230626020914
Offer 43,O029,5093,501,106,219,1061,2024-05-31 17:44:29,74,9230174337699
Offer 38,O007,2767,423,403,260,2263,2023-06-14 15:01:19,197,9230717631811
Offer 40,O033,924,674,376,300,1165,2023-04-25 05:34:48,76,9230460235560
Offer 16,O013,8719,159,207,237,538,2023-10-31 03:52:02,960,9230460235560
Offer 33,O042,4271,860,379,40,2616,2023-01-01 10:39:36,731,9230927917724
Offer 33,O011,3712,851,488,95,1835,2023-02-04 01:59:14,470,9230681869488
Offer 20,O041,7288,863,494,214,2754,2023-09-29 08:46:11,63,9230386899259
Offer 15,O023,8388,638,298,239,421,2023-07-21 01:38:16,588,9230184750806
Offer 3,O043,8043,594,185,300,1443,2024-03-24 13:57:05,477,9230131679184
Offer 36,O002,5066,448,367,177,3000,2023-10-29 23:21:30,217,9230874591636
Offer 10,O007,7151,821,294,267,1928,2024-04-22 05:11:18,758,9230989253929
Offer 40,O014,9775,190,398,253,2415,2023-05-28 13:01:16,244,9230510851164
Offer 18,O022,6035,377,343,169,1961,2023-12-30 18:38:42,745,9230136370951
Offer 1,O041,5770,813,89,180,915,2024-01-19 06:07:21,753,9230424681184
Offer 38,O019,5740,214,166,97,2676,2024-08-01 04:26:58,931,9230200289727
Offer 42,O022,7587,664,453,159,1703,2024-12-06 01:21:12,929,9230376679320
Offer 34,O032,3077,184,295,29,1060,2023-12-19 14:45:29,186,9230280094327
Offer 22,O005,1610,809,390,136,2174,2023-06-27 13:31:42,129,9230132527460
Offer 26,O032,6800,851,217,63,935,2024-03-07 20:58:27,240,9230324505412
Offer 41,O033,6347,722,115,242,1081,2023-03-02 16:28:13,108,9230750008450
Offer 39,O034,2101,664,193,226,2813,2024-08-17 09:44:11,402,9230136074684
Offer 44,O004,7408,105,429,36,2953,2023-05-15 02:23:41,971,9230839531825
Offer 28,O036,9173,484,203,57,1127,2023-09-30 00:18:56,502,9230933143804
Offer 33,O035,9699,332,130,188,225,2024-01-13 09:46:12,299,9230957219651
Offer 17,O017,3251,999,308,108,1543,2024-11-20 02:30:08,987,9230267833934
Offer 19,O045,6576,721,201,200,904,2024-03-04 06:46:29,531,9230751286997
Offer 38,O034,2020,679,206,27,2720,2023-02-05 21:15:32,60,9230829631581
Offer 38,O035,8519,101,459,84,1413,2024-12-22 19:50:21,62,9230531073886
Offer 40,O017,7917,742,332,244,323,2024-05-04 23:22:52,758,9230655468230
Offer 5,O037,3806,654,455,29,2649,2024-08-19 21:30:14,446,9230390393385
Offer 22,O010,3604,100,193,217,2400,2024-04-03 15:53:30,824,9230519509585
Offer 21,O020,2762,760,498,123,1731,2024-12-06 00:52:15,711,9230423959650
Offer 3,O042,1719,140,489,48,1075,2024-04-18 03:05:44,776,9230801432971
Offer 41,O048,7279,236,100,110,2019,2023-08-29 05:59:54,892,9230243179920
Offer 20,O036,8409,962,239,233,2256,2024-11-23 07:47:43,665,9230130432269
Offer 5,O046,7810,913,102,118,2789,2024-08-31 12:18:42,915,9230816548778
Offer 45,O038,8534,259,405,197,1224,2024-01-23 19:22:20,516,9230750008450
Offer 23,O018,2043,696,476,83,2620,2023-03-05 02:56:16,288,9230532210174
Offer 9,O025,8127,272,434,24,1786,2024-10-26 17:43:20,101,9230877653565
Offer 8,O050,5631,841,87,253,2257,2023-01-12 09:39:20,122,9230283949996
Offer 33,O007,5944,881,175,207,2353,2023-12-18 03:16:15,730,9230445974479
Offer 30,O040,9675,672,438,288,2430,2023-12-13 21:52:06,776,9230701523260
Offer 39,O024,2343,851,71,210,1693,2024-03-01 11:50:35,403,9230882185417
Offer 5,O021,9481,998,168,140,1271,2023-02-26 21:13:10,888,9230336452998
Offer 24,O016,4222,380,349,291,930,2023-07-25 05:54:28,852,9230141002657
Offer 8,O027,3239,739,153,289,1050,2023-07-19 15:09:28,511,9230489567018
Offer 10,O017,3212,331,219,27,788,2023-04-08 22:21:08,852,9230226068492
Offer 49,O042,4857,507,407,255,2785,2023-02-03 21:36:04,723,9230734119779
Offer 35,O012,9034,611,393,219,1734,2023-03-03 15:59:33,755,9230359400406
Offer 42,O035,2771,326,198,211,2400,2024-05-20 19:01:19,741,9230815165481
Offer 8,O006,6691,378,112,22,2087,2024-04-19 14:53:03,283,9230248021475
Offer 48,O045,762,201,455,72,2400,2024-01-18 04:23:09,578,9230626020914
Offer 42,O050,7724,671,493,179,584,2024-10-03 09:08:01,981,9230135697838
Offer 19,O012,7555,312,70,181,2779,2023-03-14 15:22:43,288,9230728340344
Offer 24,O042,5667,770,363,119,2064,2023-01-06 06:58:25,935,9230449994233
Offer 2,O018,7268,798,74,66,440,2024-01-04 23:44:11,800,9230424834512
Offer 46,O028,4450,399,312,167,622,2023-11-01 03:36:12,854,9230547718818
Offer 29,O001,1694,861,100,227,1653,2023-01-08 19:09:13,771,9230648571772
Offer 24,O003,1285,544,96,97,2073,2023-06-16 03:44:18,98,9230169412325
Offer 47,O016,6066,357,424,118,2538,2023-07-11 12:37:04,78,9230492137781
Offer 23,O030,3309,423,197,208,2142,2023-04-12 17:20:21,249,9230536743904
Offer 24,O046,932,113,276,150,804,2024-06-27 12:25:08,596,9230898156533
Offer 8,O044,5329,773,103,115,2478,2024-12-31 19:48:05,157,9230270654265
Offer 47,O012,2272,231,351,65,1797,2024-08-31 18:09:43,487,9230302161434
Offer 9,O042,7210,187,399,182,1828,2024-10-11 18:49:44,696,9230759296495
Offer 10,O004,2975,360,423,93,2946,2023-12-25 06:34:26,88,9230156332171
Offer 41,O036,9366,206,360,271,1644,2023-03-19 07:38:38,146,9230904602671
Offer 24,O003,4377,875,261,127,2092,2023-04-17 05:50:52,969,9230302161434
Offer 47,O030,5131,447,335,154,1703,2023-12-14 00:05:56,348,9230208786773
Offer 7,O047,6743,211,349,261,267,2023-03-12 23:59:41,676,9230141002657
Offer 37,O028,4149,879,56,226,1527,2023-08-13 08:14:04,695,9230892354021
Offer 9,O018,3622,205,364,102,652,2023-01-25 10:42:09,142,9230510851164
Offer 33,O005,9232,731,131,220,2365,2024-09-28 08:44:18,642,9230854996962
Offer 13,O021,3998,986,107,32,874,2024-10-03 04:54:10,414,9230788912728
Offer 10,O047,7624,390,412,27,2302,2024-03-03 22:39:38,474,9230575260490
Offer 20,O003,5246,991,155,212,1036,2023-04-02 22:52:26,578,9230609873958
Offer 39,O002,9424,508,449,279,841,2024-08-13 08:48:43,709,9230677273280
Offer 45,O048,9733,203,410,172,1027,2023-04-13 19:22:26,205,9230276004324
Offer 48,O013,8666,221,252,55,614,2024-02-03 18:13:53,215,9230913469186
Offer 35,O031,8439,540,72,174,1070,2024-09-20 03:56:44,313,9230553677954
Offer 13,O029,6324,970,85,134,3000,2023-11-25 11:25:56,84,9230509988441
Offer 48,O043,1478,293,117,130,1901,2023-08-10 23:27:43,305,9230417634205
Offer 25,O015,1994,809,187,289,2430,2024-11-22 03:10:48,167,9230130590594
Offer 27,O017,5193,401,210,102,2936,2023-04-06 13:50:51,486,9230203803040
Offer 4,O033,3752,334,251,109,2375,2024-11-12 21:15:21,840,9230262593890
Offer 36,O021,3512,825,274,44,1470,2024-03-24 13:30:55,366,9230401465493
Offer 32,O014,4969,204,236,281,1245,2024-04-27 22:24:25,863,9230804848289
Offer 48,O036,1374,255,61,224,1622,2024-02-14 16:01:49,736,9230131212541
Offer 41,O013,2263,712,418,215,1196,2023-03-10 21:30:29,773,9230817598215
Offer 3,O036,3418,376,313,72,1501,2024-03-16 12:27:15,807,9230108284824
Offer 49,O029,7125,200,245,238,663,2023-05-01 10:11:32,914,9230625617252
Offer 42,O017,1593,781,55,281,2268,2024-07-13 07:19:24,208,9230734328465
Offer 3,O005,8205,208,81,150,1513,2023-05-23 16:32:41,536,9230834904761
Offer 1,O033,9573,573,421,33,2136,2024-11-05 00:55:09,874,9230868543023
Offer 49,O031,6832,188,141,136,2164,2024-05-02 00:43:26,817,9230801432971
Offer 25,O045,9109,830,140,136,1375,2024-04-12 06:28:17,103,9230397501087
Offer 16,O015,3313,900,141,192,506,2024-02-23 14:10:42,460,9230773751253
Offer 30,O038,8828,243,102,259,1624,2024-10-10 10:27:51,660,9230563265024
Offer 1,O021,1492,882,118,22,2828,2024-02-11 08:15:46,673,9230438965158
Offer 21,O025,1168,153,56,252,1873,2023-12-23 04:05:30,296,9230376679320
Offer 14,O007,2845,683,355,271,1361,2023-10-12 21:38:42,787,9230509988441
Offer 20,O035,6379,406,73,49,338,2024-12-11 02:20:28,325,9230175168797
Offer 17,O019,1284,342,212,194,564,2023-11-14 08:23:36,93,9230918324323
Offer 23,O015,2177,116,96,188,365,2024-01-03 23:25:38,54,9230131213667
Offer 27,O048,9616,815,381,94,1254,2023-12-03 14:23:42,115,9230609873958
Offer 23,O040,7439,706,499,60,2896,2023-06-01 13:45:14,553,9230518578339
Offer 5,O027,7253,137,199,70,2202,2023-04-19 01:35:11,328,9230284966704
Offer 19,O024,9776,195,256,105,1763,2024-04-08 18:32:21,636,9230449994233
Offer 15,O003,8653,719,426,268,270,2024-08-22 17:25:45,265,9230633703313
Offer 31,O014,6606,729,160,247,2512,2024-06-22 23:02:28,154,9230406147934
Offer 20,O005,3752,375,313,180,1439,2023-03-17 22:40:49,630,9230627366212
Offer 20,O048,5557,255,135,245,326,2023-09-23 10:33:31,791,9230569464483
Offer 1,O003,4015,538,328,216,1150,2023-09-26 02:07:19,230,9230683830895
Offer 27,O048,6181,410,366,21,2542,2023-11-17 18:01:09,868,9230210475028
Offer 34,O013,7154,731,288,265,2860,2024-08-05 15:24:57,98,9230347659110
Offer 1,O022,4895,407,312,134,768,2024-06-30 16:53:38,289,9230417657556
Offer 48,O022,5115,634,463,40,491,2024-04-03 21:22:52,371,9230899644989
Offer 6,O048,4892,713,307,182,2410,2024-07-28 21:54:42,844,9230834904761
Offer 45,O018,2673,565,90,235,1030,2024-05-29 23:41:33,131,9230286659796
Offer 42,O003,1293,289,92,126,512,2023-01-02 05:40:33,650,9230993414106
Offer 25,O001,2006,711,461,92,1501,2024-04-30 13:48:54,459,9230469234286
Offer 3,O045,7289,627,157,23,1380,2024-10-17 20:10:00,967,9230101039883
Offer 42,O004,1966,672,227,210,632,2024-08-23 04:02:47,969,9230328855785
Offer 30,O031,4490,687,199,64,2424,2023-07-09 13:07:23,880,9230406147934
Offer 36,O022,9768,735,210,184,1839,2023-05-31 14:40:04,715,9230882185417
Offer 10,O001,1251,822,408,270,2732,2023-08-16 13:56:31,622,9230110752086
Offer 15,O042,4196,574,441,96,832,2023-08-11 00:32:46,309,9230161844343
Offer 21,O023,1924,811,237,156,380,2024-07-05 22:14:13,485,9230223870632
Offer 19,O036,1589,496,352,89,786,2024-01-11 18:47:25,443,9230277713469
Offer 32,O046,6947,976,53,33,2851,2024-08-28 07:01:26,888,9230899644989
Offer 31,O050,1784,496,311,213,1588,2023-03-05 06:35:34,823,9230916001896
Offer 4,O035,798,914,318,164,647,2024-09-20 20:30:14,606,9230536743904
Offer 36,O027,5756,241,120,294,214,2023-10-05 17:54:44,900,9230513601178
Offer 20,O003,6203,375,66,36,1073,2023-05-05 15:53:42,193,9230799348185
Offer 30,O046,2923,184,408,119,1467,2023-06-29 02:28:53,814,9230491718472
Offer 44,O028,8125,630,258,182,1728,2024-11-15 13:19:14,120,9230104488435
Offer 9,O034,3168,843,292,29,1397,2023-12-23 23:12:28,612,9230718459155
Offer 2,O047,8581,510,341,276,2454,2023-11-27 08:40:49,752,9230844863890
Offer 28,O008,6830,315,267,127,225,2024-05-20 09:00:38,212,9230280094327
Offer 43,O017,8880,911,192,235,1055,2024-01-12 04:40:11,484,9230478323663
Offer 39,O019,6890,593,251,31,844,2023-01-20 03:11:54,294,9230461913145
Offer 42,O024,4824,626,145,269,1209,2023-08-22 14:52:21,156,9230701049720
Offer 31,O046,7179,183,59,60,1946,2024-11-22 07:07:25,376,9230380831002
Offer 46,O024,3857,611,314,55,2310,2024-03-06 08:33:12,281,9230865562600
Offer 17,O002,3995,904,167,134,2900,2023-10-21 06:55:04,491,9230297542011
Offer 22,O042,4029,333,181,162,1916,2024-12-20 09:51:21,424,9230483525064
Offer 26,O039,4526,930,180,257,2184,2023-08-10 21:59:49,868,9230372079637
Offer 19,O025,1776,847,162,67,2241,2023-11-26 10:26:38,968,9230175549082
Offer 32,O009,5561,116,411,42,1407,2024-08-15 04:04:55,233,9230280094327
Offer 26,O049,8281,412,239,225,2844,2024-12-08 01:18:31,592,9230131679184
Offer 24,O006,4745,663,231,226,2482,2023-02-20 01:36:54,887,9230542774756
Offer 33,O018,9279,938,438,85,2449,2024-02-15 15:49:17,181,9230732582752
Offer 29,O004,7188,551,212,86,2898,2023-11-23 01:15:06,711,9230174337699
Offer 18,O018,3769,484,277,259,928,2024-05-12 06:10:03,876,9230705284347
Offer 5,O033,7041,582,160,129,1752,2023-11-07 08:51:14,202,9230660795550
Offer 5,O014,7758,356,385,35,1244,2024-01-03 14:32:01,771,9230369808467
Offer 40,O004,7953,439,339,277,1363,2024-04-03 12:16:22,909,9230210475028
Offer 23,O047,2694,921,152,37,307,2023-06-09 05:34:26,451,9230740178078
Offer 8,O049,2954,564,434,44,323,2024-07-01 01:53:16,950,9230677273280
Offer 31,O039,6141,677,172,150,2025,2023-05-13 05:34:13,846,9230502363761
Offer 19,O016,7899,875,82,69,329,2024-01-18 20:25:12,706,9230737442961
Offer 23,O026,955,303,207,50,1069,2023-03-29 01:43:31,170,9230458233434
Offer 35,O009,3736,722,141,41,1422,2023-09-03 23:53:41,188,9230584816103
Offer 35,O001,7565,428,83,132,1872,2023-03-25 05:02:57,683,9230678620520
Offer 1,O021,6510,684,72,211,2987,2023-12-26 19:35:00,109,9230518716541
